miRNA,Target Gene (Entrez Gene ID)
hsa-mir-223,10795
hsa-mir-639,10795
hsa-mir-664a,7571
hsa-mir-181d,7571
hsa-mir-181c,7571
hsa-mir-181a,7571
hsa-mir-181b,7571
hsa-mir-1207,7756
hsa-mir-513c,7756
hsa-mir-513a,7756
hsa-mir-140,7756
hsa-mir-561,7705
hsa-mir-616,64393
hsa-mir-373,64393
hsa-mir-371b,64393
hsa-mir-33a,64393
hsa-mir-4793,23051
hsa-mir-3130,23051
hsa-mir-382,677
hsa-mir-495,677
hsa-mir-124,677
hsa-mir-3148,677
hsa-mir-30e,463
hsa-mir-30d,463
hsa-mir-30a,463
hsa-mir-3613,196441
hsa-mir-298,55625
hsa-mir-3646,55625
hsa-mir-19b,55625
hsa-mir-19a,55625
hsa-mir-20a,23174
hsa-mir-33a,23174
hsa-mir-33b,23174
hsa-mir-877,51341
hsa-mir-374a,51341
hsa-mir-361,51341
hsa-mir-4286,51341
hsa-mir-153,51341
hsa-mir-106a,51341
hsa-mir-17,51341
hsa-mir-526b,51341
hsa-mir-519d,51341
hsa-mir-20b,51341
hsa-mir-411,10009
hsa-mir-510,49854
hsa-mir-488,49854
hsa-mir-875,49854
hsa-mir-5096,10472
hsa-mir-513a,10472
hsa-mir-27b,10472
hsa-mir-27a,10472
hsa-mir-4530,10472
hsa-mir-5586,10472
hsa-mir-374a,10472
hsa-mir-361,10472
hsa-mir-301b,7704
hsa-mir-186,7704
hsa-mir-330,7704
hsa-mir-424,7704
hsa-mir-497,7704
hsa-mir-15a,7704
hsa-mir-16,7704
hsa-mir-195,7704
hsa-mir-15b,7704
hsa-mir-127,84327
hsa-mir-613,84327
hsa-mir-206,84327
hsa-mir-1,84327
hsa-mir-4731,84327
hsa-mir-3928,84327
hsa-mir-4717,84327
hsa-mir-374b,7528
hsa-mir-585,7528
hsa-mir-569,7531
hsa-mir-32,7531
hsa-mir-33a,7531
hsa-mir-409,7531
hsa-mir-421,54915
hsa-mir-505,54915
hsa-mir-3148,54915
hsa-mir-660,54915
hsa-mir-374b,54915
hsa-mir-374a,54915
hsa-mir-655,54915
hsa-mir-612,54915
hsa-mir-5189,54915
hsa-mir-1285,54915
hsa-mir-139,54915
hsa-mir-1298,54915
hsa-mir-369,54915
hsa-mir-551b,54915
hsa-mir-548c,54915
hsa-mir-376c,54915
hsa-mir-410,11260
hsa-mir-200a,11260
hsa-mir-141,11260
hsa-mir-374b,343702
hsa-mir-646,343702
hsa-mir-503,343702
hsa-mir-497,343702
hsa-mir-424,343702
hsa-mir-195,343702
hsa-mir-16,343702
hsa-mir-15b,343702
hsa-mir-15a,343702
hsa-mir-651,343702
hsa-mir-466,331
hsa-mir-516b,9589
hsa-mir-1299,9589
hsa-mir-422a,9589
hsa-mir-590,9589
hsa-mir-646,65267
hsa-mir-503,65267
hsa-mir-15b,65267
hsa-mir-497,65267
hsa-mir-16,65267
hsa-mir-15a,65267
hsa-mir-195,65267
hsa-mir-424,65267
hsa-mir-101,65125
hsa-mir-144,65125
hsa-mir-3613,7465
hsa-mir-23b,7465
hsa-mir-23a,7465
hsa-mir-130a,7465
hsa-mir-466,56270
hsa-mir-494,56270
hsa-mir-411,8936
hsa-mir-873,8936
hsa-mir-3613,7431
hsa-mir-873,7410
hsa-mir-331,7410
hsa-mir-3619,7410
hsa-mir-214,7410
hsa-mir-16,7410
hsa-mir-15a,7410
hsa-mir-15b,7410
hsa-mir-195,7410
hsa-mir-424,7410
hsa-mir-497,7410
hsa-mir-516b,9341
hsa-mir-875,9341
hsa-mir-29a,9341
hsa-mir-382,9341
hsa-mir-495,9341
hsa-mir-27b,29761
hsa-mir-513a,29761
hsa-mir-216a,29761
hsa-mir-411,29761
hsa-mir-3925,29761
hsa-mir-144,29761
hsa-mir-421,7386
hsa-mir-505,7386
hsa-mir-603,54887
hsa-mir-30e,54887
hsa-mir-30d,54887
hsa-mir-30c,54887
hsa-mir-30b,54887
hsa-mir-30a,54887
hsa-mir-494,54887
hsa-mir-410,54887
hsa-mir-509,54887
hsa-mir-1273g,54887
hsa-mir-3591,54887
hsa-mir-21,54887
hsa-mir-3658,254048
hsa-mir-208b,254048
hsa-mir-208a,254048
hsa-mir-499a,254048
hsa-mir-532,9690
hsa-mir-3658,7336
hsa-mir-302c,7336
hsa-mir-499a,7336
hsa-mir-208a,7336
hsa-mir-208b,7336
hsa-mir-1298,7296
hsa-mir-505,7296
hsa-mir-1206,7296
hsa-mir-421,7296
hsa-mir-3065,10628
hsa-mir-495,10628
hsa-mir-105,7280
hsa-mir-30e,7280
hsa-mir-30d,7280
hsa-mir-30a,7280
hsa-mir-3620,7280
hsa-mir-651,7280
hsa-mir-4291,7280
hsa-mir-4666a,7280
hsa-mir-27a,7280
hsa-mir-383,7280
hsa-mir-3065,7280
hsa-mir-181b,7280
hsa-mir-181c,7280
hsa-mir-181a,7280
hsa-mir-181d,7280
hsa-mir-3591,646982
hsa-mir-539,646982
hsa-mir-485,646982
hsa-mir-142,646982
hsa-mir-664a,646982
hsa-mir-582,9652
hsa-mir-101,9652
hsa-mir-545,9652
hsa-mir-144,9652
hsa-mir-498,10194
hsa-mir-488,10194
hsa-mir-26b,10194
hsa-mir-26a,10194
hsa-mir-1297,10194
hsa-mir-124,10194
hsa-mir-186,81628
hsa-mir-664b,6738
hsa-mir-579,6738
hsa-mir-153,6738
hsa-mir-449c,6738
hsa-mir-34b,6738
hsa-mir-2682,6738
hsa-mir-124,6738
hsa-mir-506,6738
hsa-mir-202,131405
hsa-mir-203a,131405
hsa-mir-34c,131405
hsa-mir-455,7189
hsa-mir-6880,7189
hsa-mir-6799,7189
hsa-mir-3689d,7189
hsa-mir-377,7189
hsa-mir-1233,7189
hsa-mir-1225,7189
hsa-mir-1247,7189
hsa-mir-493,6434
hsa-let-7g,6434
hsa-mir-338,6434
hsa-mir-3646,6434
hsa-mir-548ac,6434
hsa-mir-4717,7170
hsa-mir-23b,7170
hsa-mir-23a,7170
hsa-mir-130a,7170
hsa-mir-629,57690
hsa-mir-519e,57690
hsa-mir-515,57690
hsa-mir-3925,57690
hsa-mir-410,27320
hsa-mir-3653,27242
hsa-mir-1468,27242
hsa-mir-605,27242
hsa-mir-1343,643853
hsa-mir-1468,643853
hsa-mir-548d,169200
hsa-mir-548ac,169200
hsa-mir-527,90407
hsa-mir-518a,90407
hsa-mir-137,90407
hsa-mir-1468,90407
hsa-mir-367,90407
hsa-mir-363,90407
hsa-mir-32,90407
hsa-mir-25,90407
hsa-mir-506,90407
hsa-mir-3074,100113407
hsa-mir-495,100113407
hsa-mir-182,100113407
hsa-mir-183,100113407
hsa-mir-605,54868
hsa-mir-124,50999
hsa-mir-5096,222068
hsa-mir-452,10959
hsa-mir-3658,23023
hsa-mir-640,23023
hsa-mir-187,23023
hsa-mir-651,23023
hsa-mir-452,23023
hsa-mir-222,23023
hsa-mir-221,23023
hsa-mir-4505,10618
hsa-mir-637,10618
hsa-mir-4731,10618
hsa-mir-330,7049
hsa-mir-497,7049
hsa-mir-195,7049
hsa-mir-15b,7049
hsa-mir-16,7049
hsa-mir-15a,7049
hsa-mir-424,7049
hsa-mir-103a,7049
hsa-mir-107,7049
hsa-mir-564,200424
hsa-mir-374b,7008
hsa-mir-526a,7008
hsa-mir-523,7008
hsa-mir-522,7008
hsa-mir-520c,7008
hsa-mir-519c,7008
hsa-mir-519b,7008
hsa-mir-519a,7008
hsa-mir-518f,7008
hsa-mir-518e,7008
hsa-mir-518d,7008
hsa-mir-137,7008
hsa-mir-186,79718
hsa-mir-627,6836
hsa-mir-874,6836
hsa-mir-3189,6836
hsa-mir-202,6836
hsa-mir-132,6836
hsa-mir-582,6836
hsa-let-7e,6836
hsa-mir-4458,6836
hsa-let-7g,6836
hsa-let-7f,6836
hsa-let-7i,6836
hsa-let-7d,6836
hsa-let-7c,6836
hsa-let-7b,6836
hsa-let-7a,6836
hsa-mir-2861,11198
hsa-mir-509,11198
hsa-mir-133a,11198
hsa-mir-133b,11198
hsa-mir-9,6431
hsa-mir-545,6431
hsa-mir-33a,6426
hsa-mir-183,6426
hsa-mir-508,6426
hsa-mir-5586,10252
hsa-mir-3144,83932
hsa-mir-31,83932
hsa-mir-875,83932
hsa-mir-29c,83932
hsa-mir-29b,83932
hsa-mir-29a,83932
hsa-mir-5586,83932
hsa-mir-124,83932
hsa-mir-506,83932
hsa-mir-188,166378
hsa-mir-142,560
hsa-mir-2110,6667
hsa-mir-4271,6667
hsa-mir-3065,6667
hsa-mir-618,6659
hsa-mir-548a,6659
hsa-mir-510,6651
hsa-mir-1303,6651
hsa-mir-208b,6651
hsa-mir-208a,6651
hsa-mir-100,6651
hsa-mir-561,6651
hsa-mir-142,6651
hsa-mir-506,112574
hsa-mir-5010,221710
hsa-mir-510,23049
hsa-mir-488,23049
hsa-mir-4417,4090
hsa-mir-4736,4090
hsa-mir-186,51012
hsa-mir-499a,6542
hsa-mir-27b,6542
hsa-mir-27a,6542
hsa-mir-513a,6542
hsa-mir-598,6542
hsa-mir-3591,6535
hsa-mir-3148,6535
hsa-mir-3663,6535
hsa-mir-382,6535
hsa-mir-548c,6535
hsa-mir-670,159371
hsa-mir-331,159371
hsa-mir-642b,159371
hsa-mir-23b,159371
hsa-mir-23a,159371
hsa-mir-7,159371
hsa-mir-4732,159371
hsa-mir-345,159371
hsa-mir-196b,159371
hsa-mir-196a,159371
hsa-mir-125a,159371
hsa-mir-125b,159371
hsa-mir-185,1317
hsa-mir-526a,1317
hsa-mir-523,1317
hsa-mir-522,1317
hsa-mir-520c,1317
hsa-mir-519c,1317
hsa-mir-519b,1317
hsa-mir-519a,1317
hsa-mir-518f,1317
hsa-mir-518e,1317
hsa-mir-518d,1317
hsa-mir-520g,1317
hsa-mir-3925,1317
hsa-mir-576,6566
hsa-mir-380,6566
hsa-mir-1914,6566
hsa-mir-3117,6566
hsa-mir-425,6566
hsa-mir-23b,6497
hsa-mir-23a,6497
hsa-mir-6836,51804
hsa-mir-656,51804
hsa-mir-2682,51804
hsa-mir-496,51804
hsa-mir-410,51804
hsa-mir-514a,6495
hsa-mir-33b,6495
hsa-mir-33a,6495
hsa-mir-3156,6495
hsa-mir-513c,6495
hsa-mir-513a,6495
hsa-mir-605,6495
hsa-mir-548c,6495
hsa-mir-556,55209
hsa-mir-27b,23067
hsa-mir-503,23067
hsa-mir-3148,6418
hsa-mir-513b,143686
hsa-mir-519c,143686
hsa-mir-519b,143686
hsa-mir-519a,143686
hsa-mir-655,143686
hsa-mir-106b,143686
hsa-mir-526b,143686
hsa-mir-17,143686
hsa-mir-20a,143686
hsa-mir-519d,143686
hsa-mir-20b,143686
hsa-mir-584,143686
hsa-mir-1249,143686
hsa-mir-592,143686
hsa-mir-143,143686
hsa-mir-148a,143686
hsa-mir-148b,143686
hsa-mir-152,143686
hsa-mir-625,143686
hsa-mir-496,143686
hsa-mir-506,29946
hsa-mir-124,29946
hsa-mir-146b,9792
hsa-mir-146a,9792
hsa-mir-216a,9792
hsa-mir-128,9792
hsa-mir-4666a,22929
hsa-mir-1227,22929
hsa-mir-657,22929
hsa-mir-455,22929
hsa-mir-7,80031
hsa-mir-647,9728
hsa-mir-604,9728
hsa-mir-570,9728
hsa-mir-655,9717
hsa-mir-3622b,9717
hsa-mir-4496,9717
hsa-mir-224,9717
hsa-mir-375,10807
hsa-mir-3591,10807
hsa-mir-561,10807
hsa-mir-551b,10807
hsa-mir-142,10807
hsa-mir-6880,60592
hsa-mir-1224,10389
hsa-mir-30e,10389
hsa-mir-30d,10389
hsa-mir-30c,10389
hsa-mir-30b,10389
hsa-mir-30a,10389
hsa-mir-570,10389
hsa-mir-544b,10389
hsa-mir-3622b,10389
hsa-mir-380,10389
hsa-mir-411,10389
hsa-mir-379,10389
hsa-mir-548a,10389
hsa-mir-147a,4810
hsa-mir-369,4810
hsa-mir-338,4810
hsa-mir-548d,4810
hsa-mir-548c,4810
hsa-mir-548b,4810
hsa-mir-548a,4810
hsa-mir-1301,10066
hsa-mir-605,10066
hsa-mir-519c,10066
hsa-mir-519b,10066
hsa-mir-519a,10066
hsa-mir-106a,10066
hsa-mir-519d,10066
hsa-mir-20b,10066
hsa-mir-526b,10066
hsa-mir-17,10066
hsa-mir-4446,55095
hsa-mir-302a,26278
hsa-mir-302a,23076
hsa-mir-101,6239
hsa-mir-139,6239
hsa-mir-144,6239
hsa-mir-342,58528
hsa-mir-4701,11102
hsa-mir-23b,11102
hsa-mir-23a,11102
hsa-mir-130a,11102
hsa-mir-193b,11102
hsa-mir-195,22838
hsa-mir-338,22838
hsa-mir-32,22838
hsa-mir-363,22838
hsa-mir-367,22838
hsa-mir-25,22838
hsa-mir-581,6047
hsa-mir-301b,26994
hsa-mir-130b,26994
hsa-mir-454,26994
hsa-mir-130a,26994
hsa-mir-301a,26994
hsa-mir-331,387
hsa-mir-4753,387
hsa-mir-3646,387
hsa-mir-3148,5989
hsa-mir-15a,5989
hsa-mir-4753,5989
hsa-mir-548d,5989
hsa-mir-548ac,5989
hsa-mir-5010,5980
hsa-mir-124,5980
hsa-mir-548l,5980
hsa-mir-367,5980
hsa-mir-363,5980
hsa-mir-302c,55920
hsa-mir-664b,55920
hsa-mir-579,55920
hsa-mir-659,55920
hsa-mir-492,55920
hsa-mir-302b,55920
hsa-mir-29a,55920
hsa-mir-3622b,55920
hsa-mir-548l,55920
hsa-mir-548d,55920
hsa-mir-548c,55920
hsa-mir-548b,55920
hsa-mir-548a,55920
hsa-mir-4446,3516
hsa-mir-3622b,3516
hsa-let-7g,55147
hsa-mir-524,55147
hsa-mir-520d,55147
hsa-mir-493,55147
hsa-mir-142,158158
hsa-mir-340,158158
hsa-mir-497,158158
hsa-mir-424,158158
hsa-mir-195,158158
hsa-mir-15a,158158
hsa-mir-16,158158
hsa-mir-15b,158158
hsa-mir-127,5887
hsa-mir-421,29127
hsa-mir-3658,29127
hsa-mir-302c,29127
hsa-mir-3653,29127
hsa-mir-527,29127
hsa-mir-518a,29127
hsa-mir-520h,29127
hsa-mir-520g,29127
hsa-mir-1183,29127
hsa-mir-519c,29127
hsa-mir-519b,29127
hsa-mir-519a,29127
hsa-mir-20a,29127
hsa-mir-17,29127
hsa-mir-519d,29127
hsa-mir-106a,29127
hsa-mir-526b,29127
hsa-mir-106b,29127
hsa-mir-20b,29127
hsa-mir-301b,29127
hsa-mir-301a,29127
hsa-mir-130a,29127
hsa-mir-130b,29127
hsa-mir-454,29127
hsa-mir-19a,29127
hsa-mir-19b,29127
hsa-mir-34a,5861
hsa-mir-421,79832
hsa-mir-505,79832
hsa-mir-466,5813
hsa-mir-106a,5813
hsa-mir-448,5813
hsa-mir-342,5784
hsa-mir-1285,5784
hsa-mir-451b,5784
hsa-mir-124,5784
hsa-mir-130a,5784
hsa-mir-23a,5784
hsa-mir-23b,5784
hsa-mir-494,5784
hsa-mir-4639,7803
hsa-mir-2116,7803
hsa-mir-1468,5757
hsa-mir-545,5757
hsa-mir-548p,5757
hsa-mir-512,5757
hsa-mir-499b,5757
hsa-mir-499a,5757
hsa-mir-377,5757
hsa-mir-629,5757
hsa-mir-4279,5757
hsa-mir-374b,5757
hsa-mir-374a,5757
hsa-mir-1228,5757
hsa-mir-548c,5757
hsa-mir-133a,5757
hsa-mir-133b,5757
hsa-mir-561,5727
hsa-mir-548c,5727
hsa-mir-506,9991
hsa-mir-647,5725
hsa-mir-604,5725
hsa-mir-671,5725
hsa-mir-873,5725
hsa-mir-449c,375743
hsa-mir-34b,375743
hsa-mir-2682,375743
hsa-mir-376c,375743
hsa-mir-376b,375743
hsa-mir-4717,79056
hsa-mir-520e,79056
hsa-mir-520d,79056
hsa-mir-520c,79056
hsa-mir-520b,79056
hsa-mir-520a,79056
hsa-mir-373,79056
hsa-mir-372,79056
hsa-mir-302e,79056
hsa-mir-302d,79056
hsa-mir-302c,79056
hsa-mir-302b,79056
hsa-mir-302a,79056
hsa-mir-1276,79056
hsa-mir-4732,144165
hsa-mir-340,5534
hsa-mir-103b,5494
hsa-mir-664a,5494
hsa-mir-646,5494
hsa-mir-503,5494
hsa-mir-513b,80347
hsa-mir-224,80347
hsa-mir-410,5451
hsa-mir-3120,5451
hsa-mir-556,641455
hsa-mir-519e,641455
hsa-mir-515,641455
hsa-mir-136,641455
hsa-mir-556,404785
hsa-mir-519e,404785
hsa-mir-515,404785
hsa-mir-136,404785
hsa-mir-544a,26073
hsa-mir-22,26073
hsa-mir-2116,26073
hsa-mir-1233,26073
hsa-mir-17,26073
hsa-mir-1184,26073
hsa-mir-148b,26073
hsa-mir-103a,26073
hsa-mir-107,26073
hsa-mir-3611,100528030
hsa-mir-124,100528030
hsa-mir-506,100528030
hsa-mir-3622b,25957
hsa-mir-433,59338
hsa-mir-513c,59338
hsa-mir-454,59338
hsa-mir-188,59338
hsa-mir-1228,5326
hsa-mir-34b,5326
hsa-mir-548d,5326
hsa-mir-548c,5326
hsa-mir-548b,5326
hsa-mir-548a,5326
hsa-mir-3925,415116
hsa-mir-203a,415116
hsa-mir-548p,5277
hsa-mir-545,23469
hsa-mir-548p,23469
hsa-mir-582,23469
hsa-mir-144,23469
hsa-mir-493,9767
hsa-mir-376c,9767
hsa-mir-302c,148479
hsa-mir-495,148479
hsa-mir-3149,51808
hsa-mir-556,51808
hsa-mir-548c,51808
hsa-mir-487b,5229
hsa-let-7b,5229
hsa-let-7a,5229
hsa-mir-3614,5229
hsa-mir-1276,5229
hsa-mir-3127,27250
hsa-mir-340,27250
hsa-mir-582,5096
hsa-mir-144,5096
hsa-mir-101,5096
hsa-mir-506,5096
hsa-mir-124,5096
hsa-mir-3658,5088
hsa-mir-202,5088
hsa-mir-4487,5088
hsa-mir-558,5088
hsa-mir-556,5088
hsa-mir-299,5088
hsa-mir-124,5074
hsa-mir-488,5074
hsa-mir-5586,5074
hsa-mir-202,54956
hsa-mir-4458,54956
hsa-let-7i,54956
hsa-let-7g,54956
hsa-let-7f,54956
hsa-let-7e,54956
hsa-let-7d,54956
hsa-let-7c,54956
hsa-let-7b,54956
hsa-let-7a,54956
hsa-mir-506,54956
hsa-mir-3658,64895
hsa-mir-3653,64895
hsa-mir-487b,79646
hsa-mir-374b,79646
hsa-mir-374a,79646
hsa-mir-369,79646
hsa-mir-186,79646
hsa-mir-140,79646
hsa-mir-340,79646
hsa-mir-3591,54726
hsa-mir-152,54726
hsa-mir-148b,54726
hsa-mir-148a,54726
hsa-mir-142,54726
hsa-mir-526b,54726
hsa-mir-519d,54726
hsa-mir-106a,54726
hsa-mir-20a,54726
hsa-mir-20b,54726
hsa-mir-17,54726
hsa-mir-106b,54726
hsa-mir-205,116150
hsa-mir-3622b,10762
hsa-mir-410,10762
hsa-mir-1271,10762
hsa-mir-3926,57532
hsa-mir-4753,57532
hsa-mir-506,57532
hsa-mir-3664,57532
hsa-mir-190a,2908
hsa-mir-1179,2908
hsa-mir-144,2908
hsa-mir-374b,2908
hsa-mir-6880,79576
hsa-mir-3689d,79576
hsa-mir-1233,79576
hsa-mir-1225,79576
hsa-mir-665,79576
hsa-mir-1468,4800
hsa-mir-3613,4800
hsa-mir-497,10787
hsa-mir-424,10787
hsa-mir-195,10787
hsa-mir-16,10787
hsa-mir-15b,10787
hsa-mir-15a,10787
hsa-mir-582,4673
hsa-mir-491,10135
hsa-mir-4639,138151
hsa-mir-502,138151
hsa-mir-3148,138151
hsa-mir-3189,138151
hsa-mir-212,138151
hsa-mir-30e,29116
hsa-mir-30d,29116
hsa-mir-30c,29116
hsa-mir-30b,29116
hsa-mir-30a,29116
hsa-mir-153,29116
hsa-mir-382,29116
hsa-mir-369,29116
hsa-mir-454,29116
hsa-mir-301b,29116
hsa-mir-301a,29116
hsa-mir-130b,29116
hsa-mir-130a,29116
hsa-mir-32,91663
hsa-mir-646,8897
hsa-mir-490,8897
hsa-mir-548d,8897
hsa-mir-548ac,8897
hsa-mir-503,8897
hsa-mir-1973,56181
hsa-mir-192,55167
hsa-mir-664b,55167
hsa-mir-579,55167
hsa-mir-569,55167
hsa-mir-377,55167
hsa-mir-655,55167
hsa-mir-153,55167
hsa-mir-33a,55167
hsa-mir-409,55167
hsa-mir-1231,2956
hsa-mir-632,2956
hsa-mir-33a,2956
hsa-mir-664b,84437
hsa-mir-514a,84437
hsa-mir-590,84437
hsa-mir-30c,84437
hsa-mir-30d,84437
hsa-mir-30a,84437
hsa-mir-30e,84437
hsa-mir-30b,84437
hsa-mir-124,51318
hsa-mir-875,51318
hsa-mir-495,51318
hsa-mir-28,10933
hsa-mir-33a,25843
hsa-mir-409,25843
hsa-mir-144,25843
hsa-mir-802,8028
hsa-mir-192,8028
hsa-mir-429,8028
hsa-mir-200c,8028
hsa-mir-200b,8028
hsa-mir-495,8028
hsa-mir-375,84451
hsa-mir-183,57496
hsa-mir-190a,57496
hsa-mir-190b,57496
hsa-mir-638,166968
hsa-mir-1273g,166968
hsa-mir-377,55796
hsa-mir-5010,114785
hsa-mir-190a,84930
hsa-mir-1468,5599
hsa-mir-599,6885
hsa-mir-875,6885
hsa-mir-646,6885
hsa-mir-503,6885
hsa-mir-497,6885
hsa-mir-424,6885
hsa-mir-195,6885
hsa-mir-15b,6885
hsa-mir-15a,6885
hsa-mir-380,116068
hsa-mir-506,116068
hsa-mir-599,116064
hsa-mir-190b,116064
hsa-mir-190a,116064
hsa-mir-506,116064
hsa-mir-4732,116064
hsa-mir-574,116064
hsa-mir-150,55227
hsa-mir-101,55227
hsa-mir-144,55227
hsa-mir-636,29967
hsa-mir-512,29967
hsa-mir-548p,29967
hsa-mir-20b,29967
hsa-mir-20a,29967
hsa-mir-106a,29967
hsa-mir-106b,29967
hsa-mir-519d,29967
hsa-mir-526b,29967
hsa-mir-17,29967
hsa-mir-520f,29967
hsa-mir-302c,29967
hsa-mir-1233,9860
hsa-mir-1225,9860
hsa-mir-665,9860
hsa-mir-569,8048
hsa-mir-197,8048
hsa-mir-636,4001
hsa-mir-3613,4001
hsa-mir-506,4001
hsa-mir-218,4001
hsa-mir-374b,10960
hsa-mir-374a,10960
hsa-mir-23a,10960
hsa-mir-130a,10960
hsa-mir-23b,10960
hsa-mir-450b,389421
hsa-mir-651,389421
hsa-mir-379,389421
hsa-mir-450b,3987
hsa-mir-3148,22998
hsa-mir-888,22998
hsa-mir-137,22998
hsa-mir-520h,84458
hsa-mir-520g,84458
hsa-mir-3120,84458
hsa-mir-599,3930
hsa-mir-1301,3930
hsa-mir-107,3930
hsa-mir-103a,3930
hsa-mir-383,3930
hsa-mir-520h,3930
hsa-mir-520g,3930
hsa-mir-5586,3930
hsa-mir-488,3930
hsa-mir-556,3930
hsa-mir-146b,3930
hsa-mir-146a,3930
hsa-mir-589,3930
hsa-mir-181d,3930
hsa-mir-181c,3930
hsa-mir-181b,3930
hsa-mir-603,3930
hsa-mir-30e,3845
hsa-mir-30d,3845
hsa-mir-30a,3845
hsa-let-7c,3845
hsa-mir-4469,8085
hsa-mir-136,54813
hsa-mir-124,54813
hsa-mir-506,54813
hsa-mir-495,80311
hsa-mir-885,80311
hsa-mir-216b,80311
hsa-mir-15b,80311
hsa-mir-15a,80311
hsa-mir-16,80311
hsa-mir-424,80311
hsa-mir-497,80311
hsa-mir-527,80311
hsa-mir-518a,80311
hsa-mir-625,3749
hsa-mir-603,3749
hsa-mir-362,3749
hsa-mir-4731,3749
hsa-mir-514a,3745
hsa-mir-3117,3745
hsa-mir-512,3745
hsa-mir-519c,3745
hsa-mir-519b,3745
hsa-mir-519a,3745
hsa-mir-302c,3745
hsa-mir-520f,3745
hsa-mir-519d,3745
hsa-mir-526b,3745
hsa-mir-106b,3745
hsa-mir-20a,3745
hsa-mir-106a,3745
hsa-mir-20b,3745
hsa-mir-17,3745
hsa-mir-301b,3745
hsa-mir-454,3745
hsa-mir-130a,3745
hsa-mir-301a,3745
hsa-mir-130b,3745
hsa-mir-3591,25948
hsa-mir-183,25948
hsa-mir-143,25948
hsa-mir-519c,25948
hsa-mir-519b,25948
hsa-mir-519a,25948
hsa-mir-142,25948
hsa-mir-520e,25948
hsa-mir-520d,25948
hsa-mir-302a,25948
hsa-mir-520c,25948
hsa-mir-520b,25948
hsa-mir-520a,25948
hsa-mir-373,25948
hsa-mir-372,25948
hsa-mir-302e,25948
hsa-mir-302d,25948
hsa-mir-302c,25948
hsa-mir-302b,25948
hsa-mir-185,11143
hsa-mir-124,11143
hsa-mir-539,284058
hsa-mir-485,284058
hsa-mir-605,3688
hsa-mir-526b,3688
hsa-mir-519d,3688
hsa-mir-20b,3688
hsa-mir-20a,3688
hsa-mir-17,3688
hsa-mir-106b,3688
hsa-mir-106a,3688
hsa-mir-4446,359948
hsa-mir-211,359948
hsa-mir-204,359948
hsa-mir-432,359948
hsa-mir-431,359948
hsa-mir-135a,54891
hsa-mir-338,54891
hsa-mir-124,54891
hsa-mir-29a,64375
hsa-mir-486,3321
hsa-mir-297,3488
hsa-mir-584,3488
hsa-mir-4644,3488
hsa-mir-185,3488
hsa-mir-411,3488
hsa-mir-379,3488
hsa-mir-3925,3488
hsa-mir-625,3488
hsa-mir-583,3488
hsa-mir-548a,3488
hsa-mir-510,3488
hsa-mir-548l,3488
hsa-mir-106a,3488
hsa-mir-152,3488
hsa-mir-148b,3488
hsa-mir-148a,3488
hsa-mir-3913,3488
hsa-mir-450b,3488
hsa-mir-7,3488
hsa-mir-892b,3488
hsa-mir-193a,3488
hsa-mir-193b,3488
hsa-mir-143,51278
hsa-mir-544b,51278
hsa-mir-215,3400
hsa-mir-33a,100529241
hsa-mir-409,100529241
hsa-mir-144,100529241
hsa-mir-664b,3304
hsa-mir-579,3304
hsa-mir-495,3304
hsa-mir-192,6782
hsa-mir-527,6782
hsa-mir-518a,6782
hsa-mir-101,6782
hsa-mir-144,6782
hsa-mir-3127,3320
hsa-mir-141,3320
hsa-mir-1244,3320
hsa-mir-548l,3320
hsa-mir-548d,3320
hsa-mir-548c,3320
hsa-mir-548b,3320
hsa-mir-548a,3320
hsa-mir-6720,3191
hsa-mir-885,3191
hsa-mir-101,3182
hsa-mir-144,3182
hsa-mir-551b,3181
hsa-mir-15a,10949
hsa-mir-520f,10949
hsa-mir-5586,3151
hsa-mir-3926,3157
hsa-mir-202,3157
hsa-mir-583,3157
hsa-let-7b,3148
hsa-let-7a,3148
hsa-mir-548c,3148
hsa-mir-381,3148
hsa-mir-300,3148
hsa-mir-642b,3146
hsa-mir-648,3146
hsa-mir-142,3146
hsa-mir-223,3021
hsa-mir-630,3021
hsa-mir-299,3021
hsa-mir-4496,3021
hsa-mir-651,3021
hsa-mir-618,3021
hsa-mir-432,3021
hsa-mir-141,3021
hsa-mir-183,3021
hsa-mir-3658,283464
hsa-mir-499a,283464
hsa-mir-208b,283464
hsa-mir-208a,283464
hsa-mir-506,283464
hsa-mir-526a,84705
hsa-mir-523,84705
hsa-mir-522,84705
hsa-mir-520c,84705
hsa-mir-519c,84705
hsa-mir-519b,84705
hsa-mir-519a,84705
hsa-mir-518f,84705
hsa-mir-518e,84705
hsa-mir-518d,84705
hsa-mir-383,84705
hsa-mir-181d,84705
hsa-mir-181c,84705
hsa-mir-181b,84705
hsa-mir-181a,84705
hsa-mir-590,134266
hsa-mir-224,134266
hsa-mir-582,134266
hsa-mir-466,134266
hsa-mir-22,134266
hsa-mir-802,134266
hsa-mir-124,23131
hsa-mir-7,55204
hsa-mir-1233,55204
hsa-mir-1225,55204
hsa-mir-302f,55204
hsa-mir-576,2787
hsa-let-7f,2787
hsa-let-7d,2787
hsa-let-7c,2787
hsa-let-7b,2787
hsa-let-7g,2787
hsa-let-7i,2787
hsa-mir-4458,2787
hsa-let-7a,2787
hsa-mir-107,55970
hsa-mir-103a,55970
hsa-mir-497,55970
hsa-mir-424,55970
