miRNA,Target Gene (Entrez Gene ID)
hsa-mir-504,79954
hsa-mir-504,11165
hsa-mir-504,4998
hsa-mir-504,5296
hsa-mir-504,57804
hsa-mir-504,84950
hsa-mir-504,5768
hsa-mir-504,29127
hsa-mir-504,284904
hsa-mir-504,946
hsa-mir-504,8273
hsa-mir-504,114826
hsa-mir-504,7029
hsa-mir-504,92609
hsa-mir-504,51174
hsa-mir-504,7390
hsa-mir-504,7421
hsa-mir-504,375567
hsa-mir-504,64397
hsa-mir-504,7710
hsa-mir-504,7769
hsa-mir-504,162967
hsa-mir-504,84671
hsa-mir-504,27161
hsa-mir-504,51617
hsa-mir-504,80346
hsa-mir-504,199704
hsa-mir-504,285267
hsa-mir-505,160851
hsa-mir-505,25804
hsa-mir-505,26030
hsa-mir-505,140730
hsa-mir-505,10653
hsa-mir-505,3151
hsa-mir-505,283219
hsa-mir-505,2615
hsa-mir-505,51617
hsa-mir-505,25829
hsa-mir-505,252839
hsa-mir-506,54552
hsa-mir-506,4111
hsa-mir-506,51115
hsa-mir-506,55234
hsa-mir-506,29063
hsa-mir-506,93664
hsa-mir-506,81491
hsa-mir-506,5133
hsa-mir-506,131601
hsa-mir-507,9069
hsa-mir-508,390637
hsa-mir-508,157506
hsa-mir-508,641649
hsa-mir-508,226
hsa-mir-508,363
hsa-mir-508,10565
hsa-mir-508,285598
hsa-mir-508,26225
hsa-mir-508,415
hsa-mir-508,148362
hsa-mir-508,151888
hsa-mir-508,135398
hsa-mir-508,790
hsa-mir-508,84674
hsa-mir-508,83987
hsa-mir-508,6360
hsa-mir-508,54462
hsa-mir-508,64866
hsa-mir-508,4051
hsa-mir-508,11056
hsa-mir-508,1677
hsa-mir-508,29904
hsa-mir-508,56648
hsa-mir-508,2121
hsa-mir-508,150864
hsa-mir-508,494188
hsa-mir-508,2274
hsa-mir-508,201163
hsa-mir-508,123811
hsa-mir-508,22887
hsa-mir-508,401089
hsa-mir-508,83856
hsa-mir-508,8139
hsa-mir-508,10052
hsa-mir-508,112937
hsa-mir-508,9709
hsa-mir-508,55502
hsa-mir-508,3206
hsa-mir-508,100128264
hsa-mir-508,55540
hsa-mir-508,92856
hsa-mir-508,55364
hsa-mir-508,3656
hsa-mir-508,3782
hsa-mir-508,57535
hsa-mir-508,11127
hsa-mir-508,3799
hsa-mir-508,7071
hsa-mir-508,10319
hsa-mir-508,64900
hsa-mir-508,10299
hsa-mir-508,4200
hsa-mir-508,55588
hsa-mir-508,196264
hsa-mir-508,55178
hsa-mir-508,6307
hsa-mir-508,4522
hsa-mir-508,56005
hsa-mir-508,654364
hsa-mir-508,2063
hsa-mir-508,132299
hsa-mir-508,23594
hsa-mir-508,84105
hsa-mir-508,64146
hsa-mir-508,64857
hsa-mir-508,51728
hsa-mir-508,152926
hsa-mir-508,54814
hsa-mir-508,25797
hsa-mir-508,57403
hsa-mir-508,9182
hsa-mir-508,375287
hsa-mir-508,83695
hsa-mir-508,85415
hsa-mir-508,9349
hsa-mir-508,57167
hsa-mir-508,23328
hsa-mir-508,8036
hsa-mir-508,7782
hsa-mir-508,342527
hsa-mir-508,6432
hsa-mir-508,261729
hsa-mir-508,202374
hsa-mir-508,6809
hsa-mir-508,55333
hsa-mir-508,128387
hsa-mir-508,7014
hsa-mir-508,8563
hsa-mir-508,727910
hsa-mir-508,124491
hsa-mir-508,3842
hsa-mir-508,26146
hsa-mir-508,388610
hsa-mir-508,7442
hsa-mir-508,114043
hsa-mir-508,7428
hsa-mir-508,55275
hsa-mir-508,7490
hsa-mir-508,7712
hsa-mir-508,148254
hsa-mir-508,121274
hsa-mir-508,441234
hsa-mir-508,284391
hsa-mir-508,342892
hsa-mir-509,79625
hsa-mir-509,1026
hsa-mir-509,23406
hsa-mir-509,4043
hsa-mir-509,345778
hsa-mir-509,28962
hsa-mir-509,5478
hsa-mir-509,54863
hsa-mir-5096,415
hsa-mir-5096,140735
hsa-mir-5096,3170
hsa-mir-5096,285343
hsa-mir-5096,7566
hsa-mir-5096,65988
hsa-mir-510,226
hsa-mir-510,29071
hsa-mir-510,3570
hsa-mir-510,157506
hsa-mir-510,83990
hsa-mir-510,285315
hsa-mir-510,8555
hsa-mir-510,285605
hsa-mir-510,1783
hsa-mir-510,2677
hsa-mir-510,9283
hsa-mir-510,3656
hsa-mir-510,9404
hsa-mir-510,254394
hsa-mir-510,55149
hsa-mir-510,8260
hsa-mir-510,4924
hsa-mir-510,5163
hsa-mir-510,23275
hsa-mir-510,9182
hsa-mir-510,51115
hsa-mir-510,133383
hsa-mir-510,283377
hsa-mir-510,55171
hsa-mir-510,8914
hsa-mir-510,79979
hsa-mir-510,29063
hsa-mir-510,94039
hsa-mir-510,7678
hsa-mir-510,126070
hsa-mir-510,374879
hsa-mir-511,93
hsa-mir-511,57419
hsa-mir-511,85449
hsa-mir-512,91039
hsa-mir-512,57461
hsa-mir-512,9990
hsa-mir-512,57464
hsa-mir-512,201292
hsa-mir-512,84904
hsa-mir-512,83990
hsa-mir-512,285315
hsa-mir-512,8555
hsa-mir-512,285605
hsa-mir-512,2677
hsa-mir-512,9283
hsa-mir-512,3656
hsa-mir-512,9404
hsa-mir-512,254394
hsa-mir-512,55149
hsa-mir-512,8260
hsa-mir-512,4924
hsa-mir-512,23275
hsa-mir-512,9182
hsa-mir-512,133383
hsa-mir-512,55171
hsa-mir-512,8914
hsa-mir-512,79979
hsa-mir-512,94039
hsa-mir-512,7678
hsa-mir-512,84124
hsa-mir-512,126070
hsa-mir-512,374879
hsa-mir-513a,54462
hsa-mir-513a,9329
hsa-mir-513a,9053
hsa-mir-513a,1852
hsa-mir-513a,2067
hsa-mir-513a,10755
hsa-mir-513a,346389
hsa-mir-513a,6171
hsa-mir-513b,11201
hsa-mir-513b,6171
hsa-mir-513b,64853
hsa-mir-513b,23204
hsa-mir-513b,498
hsa-mir-513b,84925
hsa-mir-513b,56986
hsa-mir-513b,116254
hsa-mir-513b,4128
hsa-mir-513b,79923
hsa-mir-513b,8496
hsa-mir-513b,6809
hsa-mir-513b,57544
hsa-mir-513b,55884
hsa-mir-513b,7525
hsa-mir-513b,388569
hsa-mir-513b,148254
hsa-mir-513b,349075
hsa-mir-513b,729747
hsa-mir-513c,9329
hsa-mir-513c,9053
hsa-mir-513c,718
hsa-mir-513c,51053
hsa-mir-513c,5515
hsa-mir-513c,22838
hsa-mir-513c,152015
hsa-mir-513c,647087
hsa-mir-513c,10910
hsa-mir-513c,220001
hsa-mir-513c,9880
hsa-mir-514a,51281
hsa-mir-514a,6936
hsa-mir-514a,100463489
hsa-mir-514a,11165
hsa-mir-514a,51109
hsa-mir-514a,114826
hsa-mir-515,53616
hsa-mir-515,157570
hsa-mir-515,2151
hsa-mir-515,51585
hsa-mir-515,92691
hsa-mir-515,51719
hsa-mir-515,3570
hsa-mir-515,10198
hsa-mir-515,84105
hsa-mir-515,27434
hsa-mir-515,6892
hsa-mir-515,127665
hsa-mir-516a,27161
hsa-mir-516a,9296
hsa-mir-516a,9656
hsa-mir-516a,135112
hsa-mir-516a,57590
hsa-mir-516b,27161
hsa-mir-516b,9296
hsa-mir-516b,9656
hsa-mir-516b,135112
hsa-mir-516b,57590
hsa-mir-516b,821
hsa-mir-516b,1182
hsa-mir-516b,2005
hsa-mir-516b,727936
hsa-mir-516b,2615
hsa-mir-517a,8563
hsa-mir-517b,8563
hsa-mir-517c,8563
hsa-mir-5189,2588
hsa-mir-5189,7764
hsa-mir-5189,195827
hsa-mir-5189,22859
hsa-mir-5189,415
hsa-mir-5189,148362
hsa-mir-5189,790
hsa-mir-5189,832
hsa-mir-5189,84674
hsa-mir-5189,83987
hsa-mir-5189,100131439
hsa-mir-5189,4051
hsa-mir-5189,11056
hsa-mir-5189,1677
hsa-mir-5189,92126
hsa-mir-5189,2121
hsa-mir-5189,23404
hsa-mir-5189,150864
hsa-mir-5189,494188
hsa-mir-5189,22887
hsa-mir-5189,201562
hsa-mir-5189,9709
hsa-mir-5189,7071
hsa-mir-5189,10319
hsa-mir-5189,3988
hsa-mir-5189,64900
hsa-mir-5189,10299
hsa-mir-5189,84331
hsa-mir-5189,345778
hsa-mir-5189,89932
hsa-mir-5189,23627
hsa-mir-5189,162427
hsa-mir-5189,83695
hsa-mir-5189,85415
hsa-mir-5189,9045
hsa-mir-5189,9349
hsa-mir-5189,285855
hsa-mir-5189,342527
hsa-mir-5189,128387
hsa-mir-5189,92691
hsa-mir-5189,3842
hsa-mir-5189,10597
hsa-mir-5189,7442
hsa-mir-5189,391104
hsa-mir-5189,7428
hsa-mir-5189,7490
hsa-mir-5189,26036
hsa-mir-5189,374879
hsa-mir-5189,284391
hsa-mir-518a,55450
hsa-mir-518a,8519
hsa-mir-518a,8933
hsa-mir-518a,127262
hsa-mir-518c,2615
hsa-mir-518c,11331
hsa-mir-518d,801
hsa-mir-518d,100506658
hsa-mir-518d,23521
hsa-mir-518e,801
hsa-mir-518e,100506658
hsa-mir-518e,23521
hsa-mir-518f,801
hsa-mir-518f,100506658
hsa-mir-518f,23521
hsa-mir-5193,285220
hsa-mir-5193,3151
hsa-mir-5193,90861
hsa-mir-5193,2908
hsa-mir-519a,26090
hsa-mir-519a,8992
hsa-mir-519a,113828
hsa-mir-519a,2887
hsa-mir-519a,11100
hsa-mir-519a,3984
hsa-mir-519a,84859
hsa-mir-519a,25915
hsa-mir-519a,553158
hsa-mir-519a,6809
hsa-mir-519a,9341
hsa-mir-519a,801
hsa-mir-519a,100506658
hsa-mir-519a,23521
hsa-mir-519b,26090
hsa-mir-519b,8992
hsa-mir-519b,113828
hsa-mir-519b,2887
hsa-mir-519b,11100
hsa-mir-519b,3984
hsa-mir-519b,84859
hsa-mir-519b,25915
hsa-mir-519b,553158
hsa-mir-519b,6809
hsa-mir-519b,9341
hsa-mir-519b,801
hsa-mir-519b,100506658
hsa-mir-519b,23521
hsa-mir-519c,26090
hsa-mir-519c,8992
hsa-mir-519c,113828
hsa-mir-519c,2887
hsa-mir-519c,11100
hsa-mir-519c,3984
hsa-mir-519c,84859
hsa-mir-519c,25915
hsa-mir-519c,553158
hsa-mir-519c,6809
hsa-mir-519c,9341
hsa-mir-519c,801
hsa-mir-519c,100506658
hsa-mir-519c,23521
hsa-mir-519d,91039
hsa-mir-519d,25778
hsa-mir-519d,57461
hsa-mir-519d,23633
hsa-mir-519d,3984
hsa-mir-519d,2908
hsa-mir-519d,5366
hsa-mir-519d,27244
hsa-mir-519d,9990
hsa-mir-519d,201292
hsa-mir-519d,51719
hsa-mir-519d,285220
hsa-mir-519d,3570
hsa-mir-519d,9735
hsa-mir-519d,10198
hsa-mir-519d,84105
hsa-mir-519d,153129
hsa-mir-519d,6892
hsa-mir-519e,53616
hsa-mir-519e,157570
hsa-mir-519e,2151
hsa-mir-519e,51585
hsa-mir-519e,92691
hsa-mir-519e,51719
hsa-mir-519e,3570
hsa-mir-519e,10198
hsa-mir-519e,84105
hsa-mir-519e,27434
hsa-mir-519e,6892
hsa-mir-519e,127665
hsa-mir-520a,27161
hsa-mir-520a,91039
hsa-mir-520a,25778
hsa-mir-520a,9245
hsa-mir-520a,2887
hsa-mir-520a,11100
hsa-mir-520a,57461
hsa-mir-520a,23633
hsa-mir-520a,84859
hsa-mir-520a,25915
hsa-mir-520a,9990
hsa-mir-520a,201292
hsa-mir-520a,9341
hsa-mir-520a,7621
hsa-mir-520a,80724
hsa-mir-520a,55890
hsa-mir-520a,55502
hsa-mir-520a,9656
hsa-mir-520a,9230
hsa-mir-520a,27341
hsa-mir-520a,127262
hsa-mir-520b,91039
hsa-mir-520b,25778
hsa-mir-520b,9245
hsa-mir-520b,2887
hsa-mir-520b,11100
hsa-mir-520b,57461
hsa-mir-520b,23633
hsa-mir-520b,84859
hsa-mir-520b,25915
hsa-mir-520b,9990
hsa-mir-520b,201292
hsa-mir-520b,9341
hsa-mir-520b,7621
hsa-mir-520c,91039
hsa-mir-520c,25778
hsa-mir-520c,9245
hsa-mir-520c,2887
hsa-mir-520c,11100
hsa-mir-520c,57461
hsa-mir-520c,23633
hsa-mir-520c,84859
hsa-mir-520c,25915
hsa-mir-520c,9990
hsa-mir-520c,201292
hsa-mir-520c,9341
hsa-mir-520c,7621
hsa-mir-520c,801
hsa-mir-520c,100506658
hsa-mir-520c,23521
hsa-mir-520d,91039
hsa-mir-520d,25778
hsa-mir-520d,9245
hsa-mir-520d,2887
hsa-mir-520d,11100
hsa-mir-520d,57461
hsa-mir-520d,23633
hsa-mir-520d,84859
hsa-mir-520d,25915
hsa-mir-520d,9990
hsa-mir-520d,201292
hsa-mir-520d,9341
hsa-mir-520d,7621
hsa-mir-520d,5662
hsa-mir-520d,23174
hsa-mir-520d,7764
hsa-mir-520e,91039
hsa-mir-520e,25778
hsa-mir-520e,9245
hsa-mir-520e,2887
hsa-mir-520e,11100
hsa-mir-520e,57461
hsa-mir-520e,23633
hsa-mir-520e,84859
hsa-mir-520e,25915
hsa-mir-520e,9990
hsa-mir-520e,201292
hsa-mir-520e,9341
hsa-mir-520e,7621
hsa-mir-520f,84859
hsa-mir-520f,10723
hsa-mir-520f,285220
hsa-mir-520f,10945
hsa-mir-520f,3954
hsa-mir-520f,84874
hsa-mir-520g,26225
hsa-mir-520g,8992
hsa-mir-520g,8999
hsa-mir-520g,91039
hsa-mir-520g,92126
hsa-mir-520g,25778
hsa-mir-520g,112937
hsa-mir-520g,3151
hsa-mir-520g,3656
hsa-mir-520g,57461
hsa-mir-520g,23633
hsa-mir-520g,3984
hsa-mir-520g,3988
hsa-mir-520g,56926
hsa-mir-520g,8031
hsa-mir-520g,5629
hsa-mir-520g,9990
hsa-mir-520g,51046
hsa-mir-520g,10910
hsa-mir-520g,201292
hsa-mir-520g,114786
hsa-mir-520g,10269
hsa-mir-520g,7621
hsa-mir-520g,441234
hsa-mir-520g,262
hsa-mir-520g,801
hsa-mir-520g,390637
hsa-mir-520h,26225
hsa-mir-520h,8992
hsa-mir-520h,8999
hsa-mir-520h,91039
hsa-mir-520h,92126
hsa-mir-520h,25778
hsa-mir-520h,112937
hsa-mir-520h,3151
hsa-mir-520h,3656
hsa-mir-520h,57461
hsa-mir-520h,23633
hsa-mir-520h,3984
hsa-mir-520h,3988
hsa-mir-520h,56926
hsa-mir-520h,8031
hsa-mir-520h,5629
hsa-mir-520h,9990
hsa-mir-520h,51046
hsa-mir-520h,10910
hsa-mir-520h,201292
hsa-mir-520h,114786
hsa-mir-520h,10269
hsa-mir-520h,7621
hsa-mir-520h,441234
hsa-mir-521,23275
hsa-mir-522,55450
hsa-mir-522,11080
hsa-mir-522,3607
hsa-mir-522,8343
hsa-mir-522,163702
hsa-mir-522,5326
hsa-mir-522,9810
hsa-mir-522,7534
hsa-mir-522,801
hsa-mir-522,100506658
hsa-mir-522,23521
hsa-mir-523,801
hsa-mir-523,100506658
hsa-mir-523,23521
hsa-mir-524,5662
hsa-mir-524,23174
hsa-mir-524,7764
hsa-mir-525,80724
hsa-mir-525,55890
hsa-mir-525,55502
hsa-mir-525,9656
hsa-mir-525,9230
hsa-mir-525,27341
hsa-mir-525,127262
hsa-mir-526a,801
hsa-mir-526a,100506658
hsa-mir-526a,23521
hsa-mir-526b,8992
hsa-mir-526b,91039
hsa-mir-526b,25778
hsa-mir-526b,57461
hsa-mir-526b,23633
hsa-mir-526b,3984
hsa-mir-526b,2908
hsa-mir-526b,5366
hsa-mir-526b,27244
hsa-mir-526b,9990
hsa-mir-526b,201292
hsa-mir-526b,55450
hsa-mir-526b,54539
hsa-mir-526b,6992
hsa-mir-526b,6147
hsa-mir-527,55450
hsa-mir-527,8519
hsa-mir-527,8933
hsa-mir-527,127262
hsa-mir-532,53343
hsa-mir-532,152815
hsa-mir-532,284391
hsa-mir-532,6936
hsa-mir-532,25804
hsa-mir-532,4191
hsa-mir-539,342850
hsa-mir-539,143888
hsa-mir-539,3984
hsa-mir-539,129285
hsa-mir-539,401474
hsa-mir-542,226
hsa-mir-542,529
hsa-mir-542,6360
hsa-mir-542,1026
hsa-mir-542,1298
hsa-mir-542,285521
hsa-mir-542,23086
hsa-mir-542,79368
hsa-mir-542,126626
hsa-mir-542,54552
hsa-mir-542,55540
hsa-mir-542,55364
hsa-mir-542,57535
hsa-mir-542,4771
hsa-mir-542,132299
hsa-mir-542,26073
hsa-mir-542,85313
hsa-mir-542,152926
hsa-mir-542,353116
hsa-mir-542,51493
hsa-mir-542,8036
hsa-mir-542,7782
hsa-mir-542,261729
hsa-mir-542,202374
hsa-mir-542,7014
hsa-mir-542,727910
hsa-mir-542,55275
hsa-mir-542,7529
hsa-mir-542,7712
hsa-mir-542,148254
hsa-mir-542,121274
hsa-mir-542,10498
hsa-mir-543,262
hsa-mir-543,399687
hsa-mir-544a,84913
hsa-mir-544a,404785
hsa-mir-544a,641455
hsa-mir-544a,23521
hsa-mir-544a,6171
hsa-mir-544a,9154
hsa-mir-544a,6835
hsa-mir-544b,55971
hsa-mir-544b,904
hsa-mir-544b,2491
hsa-mir-544b,84952
hsa-mir-544b,81570
hsa-mir-544b,2067
hsa-mir-544b,646851
hsa-mir-544b,84520
hsa-mir-544b,112495
hsa-mir-544b,22806
hsa-mir-544b,81562
hsa-mir-544b,25840
hsa-mir-544b,9172
hsa-mir-544b,80003
hsa-mir-544b,5293
hsa-mir-544b,26030
hsa-mir-544b,5982
hsa-mir-544b,6500
hsa-mir-544b,84888
hsa-mir-544b,201799
hsa-mir-544b,92691
hsa-mir-544b,8239
hsa-mir-544b,57474
hsa-mir-544b,80032
hsa-mir-545,55195
hsa-mir-545,51755
hsa-mir-545,9069
hsa-mir-545,4194
hsa-mir-545,8578
hsa-mir-545,57210
hsa-mir-545,26084
hsa-mir-545,51053
hsa-mir-545,4924
hsa-mir-545,79628
hsa-mir-548a,283219
hsa-mir-548a,54460
hsa-mir-548a,4752
hsa-mir-548a,127262
hsa-mir-548a,961
hsa-mir-548a,8999
hsa-mir-548a,5939
hsa-mir-548a,51109
hsa-mir-548a,131601
hsa-mir-548a,10269
hsa-mir-548ac,819
hsa-mir-548ac,829
hsa-mir-548ac,79833
hsa-mir-548ac,3054
hsa-mir-548ac,4194
hsa-mir-548ac,5196
hsa-mir-548ac,5787
hsa-mir-548ac,6728
hsa-mir-548ac,10910
hsa-mir-548b,3949
hsa-mir-548b,1827
hsa-mir-548b,9825
hsa-mir-548b,961
hsa-mir-548b,8999
hsa-mir-548b,5939
hsa-mir-548b,51109
hsa-mir-548b,131601
hsa-mir-548b,10269
hsa-mir-548c,9411
hsa-mir-548c,26084
hsa-mir-548c,390790
hsa-mir-548c,200014
hsa-mir-548c,915
hsa-mir-548c,8999
hsa-mir-548c,26505
hsa-mir-548c,1398
hsa-mir-548c,55211
hsa-mir-548c,1825
hsa-mir-548c,120114
hsa-mir-548c,11116
hsa-mir-548c,2289
hsa-mir-548c,84520
hsa-mir-548c,2868
hsa-mir-548c,2926
hsa-mir-548c,83743
hsa-mir-548c,51144
hsa-mir-548c,51278
hsa-mir-548c,23704
hsa-mir-548c,3840
hsa-mir-548c,338645
hsa-mir-548c,22924
hsa-mir-548c,55588
hsa-mir-548c,4211
hsa-mir-548c,8079
hsa-mir-548c,23041
hsa-mir-548c,55421
hsa-mir-548c,51517
hsa-mir-548c,9348
hsa-mir-548c,4779
hsa-mir-548c,90268
hsa-mir-548c,5096
hsa-mir-548c,80055
hsa-mir-548c,5444
hsa-mir-548c,25833
hsa-mir-548c,254427
hsa-mir-548c,148137
hsa-mir-548c,5813
hsa-mir-548c,79832
hsa-mir-548c,5869
hsa-mir-548c,5906
hsa-mir-548c,53820
hsa-mir-548c,6136
hsa-mir-548c,6229
hsa-mir-548c,94081
hsa-mir-548c,93349
hsa-mir-548c,6728
hsa-mir-548c,222068
hsa-mir-548c,90120
hsa-mir-548c,8795
hsa-mir-548c,91978
hsa-mir-548c,79968
hsa-mir-548c,653121
hsa-mir-548c,153527
hsa-mir-548c,7678
hsa-mir-548c,961
hsa-mir-548c,5939
hsa-mir-548c,51109
hsa-mir-548c,131601
hsa-mir-548c,10269
hsa-mir-548d,819
hsa-mir-548d,79833
hsa-mir-548d,3054
hsa-mir-548d,4194
hsa-mir-548d,5196
hsa-mir-548d,5787
hsa-mir-548d,6728
hsa-mir-548d,10910
hsa-mir-548d,961
hsa-mir-548d,8999
hsa-mir-548d,5939
hsa-mir-548d,51109
hsa-mir-548d,131601
hsa-mir-548d,10269
hsa-mir-548l,961
hsa-mir-548l,8999
hsa-mir-548l,125170
hsa-mir-548l,57210
hsa-mir-548l,131601
hsa-mir-548p,51755
hsa-mir-548p,23332
hsa-mir-548p,1979
hsa-mir-548p,23086
hsa-mir-548p,57613
hsa-mir-548p,57210
hsa-mir-550a,11165
hsa-mir-550a,79699
hsa-mir-550a,2067
hsa-mir-550a,51075
hsa-mir-550a,84124
hsa-mir-550a,7621
hsa-mir-550b,79625
hsa-mir-550b,11165
hsa-mir-550b,6470
hsa-mir-550b,114826
hsa-mir-550b,6770
hsa-mir-550b,79699
hsa-mir-551a,112755
hsa-mir-551b,112755
hsa-mir-551b,54058
hsa-mir-551b,1607
hsa-mir-551b,9245
hsa-mir-551b,8079
hsa-mir-551b,5504
hsa-mir-551b,54884
hsa-mir-551b,9202
hsa-mir-556,6617
hsa-mir-556,7402
hsa-mir-556,170959
hsa-mir-557,9069
hsa-mir-5586,195827
hsa-mir-5586,10565
hsa-mir-5586,59283
hsa-mir-5586,83987
hsa-mir-5586,1298
hsa-mir-5586,55802
hsa-mir-5586,150864
hsa-mir-5586,494188
hsa-mir-5586,401089
hsa-mir-5586,54552
hsa-mir-5586,9709
hsa-mir-5586,100128264
hsa-mir-5586,55540
hsa-mir-5586,3782
hsa-mir-5586,57535
hsa-mir-5586,7071
hsa-mir-5586,26020
hsa-mir-5586,4111
hsa-mir-5586,53615
hsa-mir-5586,55178
hsa-mir-5586,78988
hsa-mir-5586,25915
hsa-mir-5586,150962
hsa-mir-5586,25797
hsa-mir-5586,9182
hsa-mir-5586,54884
hsa-mir-5586,4736
hsa-mir-5586,401474
hsa-mir-5586,27180
hsa-mir-5586,342527
hsa-mir-5586,9655
hsa-mir-5586,147841
hsa-mir-5586,9517
hsa-mir-5586,202374
hsa-mir-5586,114043
hsa-mir-5586,7712
hsa-mir-5586,642819
hsa-mir-5586,390980
hsa-mir-5586,1603
hsa-mir-5586,79962
hsa-mir-5586,25804
hsa-mir-558,200316
hsa-mir-558,9236
hsa-mir-558,23580
hsa-mir-558,399948
hsa-mir-558,57404
hsa-mir-558,9420
hsa-mir-558,30836
hsa-mir-558,1783
hsa-mir-558,55527
hsa-mir-558,2677
hsa-mir-558,79158
hsa-mir-558,55502
hsa-mir-558,57594
hsa-mir-558,51278
hsa-mir-558,126298
hsa-mir-558,10365
hsa-mir-558,57082
hsa-mir-558,64077
hsa-mir-558,9170
hsa-mir-558,401387
hsa-mir-558,23031
hsa-mir-558,254394
hsa-mir-558,6307
hsa-mir-558,10725
hsa-mir-558,5062
hsa-mir-558,5316
hsa-mir-558,51728
hsa-mir-558,4660
hsa-mir-558,79810
hsa-mir-558,5888
hsa-mir-558,83759
hsa-mir-558,64145
hsa-mir-558,6142
hsa-mir-558,79966
hsa-mir-558,8036
hsa-mir-558,23410
hsa-mir-558,345274
hsa-mir-558,148867
hsa-mir-558,64420
hsa-mir-558,55161
hsa-mir-558,79979
hsa-mir-558,7398
hsa-mir-558,123720
hsa-mir-558,7700
hsa-mir-558,170959
hsa-mir-558,57474
hsa-mir-561,63915
hsa-mir-561,1968
hsa-mir-561,6738
hsa-mir-561,103
hsa-mir-561,3707
hsa-mir-561,5631
hsa-mir-564,50808
hsa-mir-564,10295
hsa-mir-564,55286
hsa-mir-564,55831
hsa-mir-564,79833
hsa-mir-564,10936
hsa-mir-564,29899
hsa-mir-564,4067
hsa-mir-564,10198
hsa-mir-564,5296
hsa-mir-564,29127
hsa-mir-564,284904
hsa-mir-564,222068
hsa-mir-564,7390
hsa-mir-564,7769
hsa-mir-566,55971
hsa-mir-566,139818
hsa-mir-566,8139
hsa-mir-566,2677
hsa-mir-566,7462
hsa-mir-566,9045
hsa-mir-566,55161
hsa-mir-569,10018
hsa-mir-569,100462977
hsa-mir-569,5429
hsa-mir-569,9341
hsa-mir-570,53616
hsa-mir-570,55317
hsa-mir-570,8992
hsa-mir-570,4189
hsa-mir-570,2936
hsa-mir-570,3570
hsa-mir-570,54726
hsa-mir-570,5478
hsa-mir-570,84060
hsa-mir-570,201799
hsa-mir-570,57473
hsa-mir-570,10527
hsa-mir-570,283377
hsa-mir-571,84929
hsa-mir-571,9340
hsa-mir-571,56937
hsa-mir-571,8614
hsa-mir-573,113828
hsa-mir-573,3052
hsa-mir-573,3054
hsa-mir-573,10336
hsa-mir-573,93109
hsa-mir-573,403341
hsa-mir-573,7566
hsa-mir-574,9283
hsa-mir-574,64327
hsa-mir-574,8273
hsa-mir-575,120114
hsa-mir-575,2868
hsa-mir-575,55588
hsa-mir-575,9148
hsa-mir-575,80055
hsa-mir-575,10399
hsa-mir-575,402055
hsa-mir-575,6836
hsa-mir-575,79968
hsa-mir-576,10621
hsa-mir-576,51435
hsa-mir-576,55720
hsa-mir-576,54534
hsa-mir-576,6992
hsa-mir-576,10723
hsa-mir-579,129685
hsa-mir-579,57156
hsa-mir-579,403341
hsa-mir-581,127262
hsa-mir-582,150290
hsa-mir-582,1979
hsa-mir-582,8933
hsa-mir-582,348094
hsa-mir-582,56683
hsa-mir-582,832
hsa-mir-582,23580
hsa-mir-582,11269
hsa-mir-582,1823
hsa-mir-582,1783
hsa-mir-582,3077
hsa-mir-582,51278
hsa-mir-582,79576
hsa-mir-582,2063
hsa-mir-582,6470
hsa-mir-582,11066
hsa-mir-582,57057
hsa-mir-582,254359
hsa-mir-582,7678
hsa-mir-583,57805
hsa-mir-583,55161
hsa-mir-583,10163
hsa-mir-584,347516
hsa-mir-584,56986
hsa-mir-584,1875
hsa-mir-584,85236
hsa-mir-585,5906
hsa-mir-585,9144
hsa-mir-585,55585
hsa-mir-586,7145
hsa-mir-589,64900
hsa-mir-589,5878
hsa-mir-589,51765
hsa-mir-589,284391
hsa-mir-589,9721
hsa-mir-589,55686
hsa-mir-589,8273
hsa-mir-590,4102
hsa-mir-590,4105
hsa-mir-590,4217
hsa-mir-590,54534
hsa-mir-590,57826
hsa-mir-590,91893
hsa-mir-590,55683
hsa-mir-592,8099
hsa-mir-592,25853
hsa-mir-592,92126
hsa-mir-592,3151
hsa-mir-592,23215
hsa-mir-592,283471
hsa-mir-593,9411
hsa-mir-593,471
hsa-mir-593,915
hsa-mir-593,1058
hsa-mir-593,57132
hsa-mir-593,2821
hsa-mir-593,3949
hsa-mir-593,729583
hsa-mir-593,55421
hsa-mir-593,23550
hsa-mir-593,55652
hsa-mir-593,6728
hsa-mir-593,7170
hsa-mir-593,26995
hsa-mir-593,653121
hsa-mir-593,79673
hsa-mir-593,124583
hsa-mir-593,30836
hsa-mir-593,125170
hsa-mir-593,81565
hsa-mir-595,3052
hsa-mir-595,403341
hsa-mir-596,80346
hsa-mir-596,473
hsa-mir-597,3607
hsa-mir-597,51493
hsa-mir-597,6892
hsa-mir-597,25853
hsa-mir-597,92126
hsa-mir-597,3151
hsa-mir-597,23215
hsa-mir-598,9170
hsa-mir-598,221416
hsa-mir-599,415
hsa-mir-599,85236
hsa-mir-601,7534
hsa-mir-602,83544
hsa-mir-602,57595
hsa-mir-602,10417
hsa-mir-603,51504
hsa-mir-605,642517
hsa-mir-605,9139
hsa-mir-605,79585
hsa-mir-605,1398
hsa-mir-605,57520
hsa-mir-605,4192
hsa-mir-605,23165
hsa-mir-605,51728
hsa-mir-605,7185
hsa-mir-605,10975
hsa-mir-605,146050
hsa-mir-605,27
